,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
127,555000449,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ACRODISC SYRINGE FILTER-0.2UM 25MM,STERI","ACRODISC SYRINGE FILTER-0.2UM 25MM,STERILE, PALL CAT#4612",CAT#4612
128,555001111,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,AP CONUGATE SUBSTRATE KIT-CAT # 170-6432,AP CONUGATE SUBSTRATE KIT-Cat # 170-6432,Cat # 170-6432
129,555001170,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ASPIRATION NEEDLE-SIZE:-18GX12""",ASPIRATION NEEDLE-SIZE:-18GX12'',
130,555001207,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ASSY, SAMPLE LOOP-CAT NO;-430001264,ASSY","ASSY, SAMPLE LOOP-CAT NO;-430001264,ASSY, 2uL SAMPLE LOOP, GROUND","CAT NO;-430001264,ASSY, 2uL SAMPLE LOOP, GROUND"
131,555001431,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BATTERY-LR 44 BUTTON CELL,BATTERY-LR 44 BUTTON CELL,
132,555001480,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BD MICROTAINER-CAT# 365974, TUBE WITH K2","BD MICROTAINER-Cat# 365974, tube with K2 EDTA, Microgard Closure","Cat# 365974, tube with K2 EDTA, Microgard Closure"
133,555001501,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BEAKER-100ML (GLASS),BEAKER-100ML (GLASS),
134,555001573,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BEAKERS-1000ML(GLASS),BEAKERS-1000ml(glass),
135,555001627,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BGL II (R0144S)-CAT # R0144S, 2,000 U","Bgl II (R0144S)-Cat # R0144S, 2,000 U","Cat # R0144S, 2,000 U"
136,555001631,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BICARBONATE CONTROL-CAT # HE1532,LEVEL 2","BICARBONATE CONTROL-Cat # HE1532,Level 2,5 ML","Cat # HE1532,Level 2,5 ML"
137,555001632,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BICARBONATE CONTROL-CAT # HN1530,LEVEL 1","BICARBONATE CONTROL-Cat # HN1530,Level 1, 5ML","Cat # HN1530,Level 1, 5ML"
138,555001795,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BOTTLE-SCHOTT DURAN: 21 801 175, 50 ML","BOTTLE-Schott DURAN: 21 801 175, 50 ML",
139,555001798,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BOTTLE-SCHOTT DURAN: 21 801 545, 1000 ML","BOTTLE-Schott DURAN: 21 801 545, 1000 ML",
140,555002195,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"CAPILLARY MICE BLEEDING ""TOP""-100/ VIAL",CAPILLARY MICE BLEEDING ''TOP''-100/ vial,
141,555002496,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CENTRIFUGE BAG-24 INCH CENTRIFUGE BAG (P,CENTRIFUGE BAG-24 inch centrifuge Bag (PPMF 990 Fabric 10 micron),
142,555002631,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"CHIRALPAK IB ANALYTICAL 250 X 4.6MM, 5UM","CHIRALPAK IB ANALYTICAL 250 X 4.6MM, 5UM, PN#81325",
143,555002689,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"CHO MEDIUM-CAT # C0363-1L, 5 FOR CHO KIT","CHO MEDIUM-Cat # C0363-1L, 5 for cho kit 1, animal compo","Cat # C0363-1L, 5 for cho kit 1, animal compo"
144,555000530,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,ADENOSINE 5'-TRIPHOSPHATE MAGNESIUM FORM,ADENOSINE 5'-TRIPHOSPHATE MAGNESIUM FORM-SIGMA CAT#A9187-1G,CAT#A9187-1G
145,555000537,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,ADHESIVE MICROSCOPE SLIDES,ADHESIVE MICROSCOPE SLIDES-CAT NO:140712 39141-1-WHITE-1000 SLIDES,CAT NO:140712 39141-1-WHITE-1000 SLIDES
146,555000837,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,AMMONIUM HYDROXIDE-CAT # 338818-100 ML,AMMONIUM HYDROXIDE-Cat # 338818-100 ml,Cat # 338818-100 ml
147,555001125,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"AQUACHECK-HIMEDIA ,CALCIUM HARDNESS,CAT#","AQUACHECK-HiMEDIA ,Calcium Hardness,CAT#WT002-1NO, 250test","CAT#WT002-1NO, 250test"
148,555001126,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"AQUACHECK-HIMEDIA,CHLORIDE TESTING KIT,C","AQUACHECK-HiMEDIA,Chloride Testing kit,CAT#WT004-1NO, 300 test","CAT#WT004-1NO, 300 test"
149,555001131,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,ARALDITE-01 KG,ARALDITE-01 KG,
150,555001210,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ASSY, TUBE INLET-PRODUCT CODE:-430001748","ASSY, TUBE INLET-PRODUCT CODE:-430001748,ASSY, TUBE INLET .004 ID LT PEEK NUT",P
151,555001401,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BASE-0.05UMOLE-HPLC/PAGE PURIFICATION,BASE-0.05UMOLE-HPLC/Page Purification,cation
152,555001402,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BASE-0.05UMOLE-SIZE LIMIT : 25-80 BASES,BASE-0.05UMOLE-Size Limit : 25-80 Bases,
153,555001482,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BD NEEDLES-CAT NO#302032,BD NEEDLE 18GX1","BD NEEDLES-CAT NO#302032,BD Needle 18Gx1.5”","CAT NO#302032,BD Needle 18Gx1.5”"
154,555001572,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BEAKERS-1000ML (PLASTIC),BEAKERS-1000ml (plastic),
155,555001607,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"BENZONASE-NUCLEASE, 25KU, MERCK ,71205-3","BENZONASE-Nuclease, 25KU, MERCK ,71205-3",
156,555001662,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BIOKLEEN-5 LTR PACK,BIOKLEEN-5 ltr pack,
157,555001792,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BOTTLE-NORMAL SALINE GLASS BOTTLES,BOTTLE-NORMAL SALINE GLASS BOTTLES,
158,555002041,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,BUTTER PAPER SHEETS-PACK SIZE:480/SHEETS,"BUTTER PAPER SHEETS-PACK SIZE:480/sheets REAM IN 6.5 KG CAP, PADAMGEE.",
159,555002197,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"CAPILLARY MICE BLEEDING ""TOP""-HEPARINISE","CAPILLARY MICE BLEEDING ''TOP''-Heparinised,100/Vial",
160,555002285,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CARTONS-35 X 35 X 30=6.3 KG,CARTONS-35 X 35 X 30=6.3 KG,
161,555002760,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CLAMP,CLAMP,
162,555002780,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CLEANER SOLUTION-CAT NO:-11272,CLEANER SOLUTION-CAT NO:-11272,CAT NO:-11272
163,555129666,PARAVE,45691,,ZSC2,P,Z022,NOS,,"CD44,CAT#103057,BV711,IM7,BIOLEGEND","CD44,CAT#103057,BV711,IM7,BIOLEGEND","CAT#103057,BV711,IM7,BIOLEGEND"
164,555003039,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,COMPLAINT REGISTER SLIP-S/MNT/FOR/020/02,COMPLAINT REGISTER SLIP-S/MNT/FOR/020/02,
165,555003106,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CONICAL FLASK-250 ML BOROSIL CAT # B.498,CONICAL FLASK-250 Ml Borosil cat # B.4980 (4980021),cat # B.4980 (4980021)
166,555003268,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,COTTON ROLLS-ABSORBENT COTTON ROOLS,COTTON ROLLS-ABSORBENT COTTON ROOLS,
167,555003290,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,COVER SLIP-HAEMOCYTOMETER COVER CLIPS,"COVER SLIP-Haemocytometer Cover Clips, CAT#Z375357-1EA, SIGMA","CAT#Z375357-1EA, SIGMA"
168,555003307,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CREATININE-OSR61204-4X45ML RI 4XI5ML R2,CREATININE-OSR61204-4X45ML RI 4XI5ML R2,
169,555003360,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,CRYO BOX-9X9 WITH SLIP LID 5/BAG & 20 PC,CRYO BOX-9X9 with Slip Lid 5/Bag & 20 Pc/Case SARSTEDT cat# 93.876.581,cat# 93.876.581
170,555003531,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"CYTOFIX/CYTOPERM BUF KIT-CAT# 554714,PAC","CYTOFIX/CYTOPERM BUF KIT-Cat# 554714,Pack size-1 kit","Cat# 554714,Pack size-1 kit"
171,555003697,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,DI POTASSIUM HYDROGEN PHOSPHATE-RM 168 (,DI POTASSIUM HYDROGEN PHOSPHATE-RM 168 (AR 500GM-HM),
172,555003897,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"DISPOSABLE SUITS-SIZE L,MADE OF TYVEK FA","DISPOSABLE SUITS-Size L,MADE OF TYVEK FABRIC WITH ELASTICATED FACE,WRISTS AND ANKLES","CATED FACE,WRISTS AND ANKLES"
173,555003996,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"DNA COATING SOLUTION-CAT # 17250,REACTI","DNA COATING SOLUTION-Cat # 17250,Reacti bind","Cat # 17250,Reacti bind"
174,555004058,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"DPBS-1X, LONZA, CAT#17-512Q, PACK SIZE:0","DPBS-1X, LONZA, cat#17-512Q, pack size:01ltr","cat#17-512Q, pack size:01ltr"
175,555004090,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,DRY ICE BOX-30L CAPACITY,DRY ICE BOX-30L CAPACITY,
176,555004179,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,EAR MUFFS-3M 1426,EAR MUFFS-3M 1426,
177,555004212,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,ECO-ECORV-HF- R3195S NEB,ECO-EcoRV-HF- R3195S NEB,
178,555004292,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,EMERY SHEET-120 GRADE,EMERY SHEET-120 GRADE,
179,555004403,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,EQUIPMENT UNDER WARRANTY (BLUE CARD),EQUIPMENT UNDER WARRANTY (BLUE CARD)-S/MNT/FOR/029/01,
180,555004404,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,EQUIPMENT UNDER MAINTENANCE (RED CARD)-S,EQUIPMENT UNDER MAINTENANCE (RED CARD)-S/MNT/FOR/003/01,
181,555004418,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ERLENMEYER FLASK-125 ML, CORNING,PC,VENT","ERLENMEYER FLASK-125 ML, CORNING,PC,VENT,CAP,S CAT#CLS431143-50EA",CAT#CLS431143-50EA
182,555004421,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ERLENMEYER FLASK-500 ML, PC, VENT, CAPS,","ERLENMEYER FLASK-500 ML, PC, VENT, CAPS, , CAT#CLS431145-25EA, PACK SIZE:25EA","CAT#CLS431145-25EA, PACK SIZE:25EA"
183,555004423,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ERLENMEYER FLASK-500 ML,CORNING  PC, VEN","ERLENMEYER FLASK-500 ML,CORNING PC, VENT, CAPS, CAT#CLS431145-25EA",CAT#CLS431145-25EA
184,555004500,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,EUKITT(R) QUICK-HARDENING MOUNTING ME-DI,EUKITT(R) QUICK-HARDENING MOUNTING ME-DI-CAT NO:03989-100ML,CAT NO:03989-100ML
185,555004559,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,F12 NUTRIENT MIX-KAIGHNS MOD INVITROGEN,F12 NUTRIENT MIX-KAIGHNS MOD INVITROGEN CAT # 21127022 500ML PACK SIZE,CAT # 21127022 500ML PACK SIZE
186,555004593,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"FBS-CAT # 26140079,USA ORIGIN 500 ML","FBS-Cat # 26140079,USA origin 500 ml","Cat # 26140079,USA origin 500 ml"
187,555004759,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"FILTER-CAT NO:-SLGV033RS,MILLEX, 33MM, 0","FILTER-CAT NO:-SLGV033RS,MILLEX, 33mm, 0.22µm, DURAPORE, STERILE","CAT NO:-SLGV033RS,MILLEX, 33mm, 0.22µm, DURAPORE, STERILE"
188,555004782,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"FILTER-P/N:-205000343,WATERS INLINE FILT","FILTER-P/N:-205000343,waters Inline filter unit",P
189,555005152,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,FULL BODY SUIT-FIRE PROXIMITY SUIT,FULL BODY SUIT-FIRE PROXIMITY SUIT,
190,555005225,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"GARDOQUIMOD-CAT # TLRL-GDQ-5, 5 MG","GARDOQUIMOD-Cat # tlrl-gdq-5, 5 mg","Cat # tlrl-gdq-5, 5 mg"
191,555005383,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GLASS FIBER DUAL LAYER-SIZE : 1700 X 130,"GLASS FIBER DUAL LAYER-Size : 1700 x 1300 mm,Temp 122 deg, F8 grade duly joined with white silicon",
192,555005384,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GLASS FIBER DUAL LAYER-SIZE : 1700 X 830,"GLASS FIBER DUAL LAYER-Size : 1700 x 830 mm, Temp :122 deg, F8 grade duly joined with white silico",
193,555005535,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GLYCEROL MOLECULAR BIOLOGY REAGENT (1L X,"GLYCEROL MOLECULAR BIOLOGY REAGENT (1L X 2)-Cat # G5516-1 Litre, Molecular biology reagent","Cat # G5516-1 Litre, Molecular biology reagent"
194,555005537,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GLYCEROL MOLECULAR BIOLOGY REAGENT-MOLEC,GLYCEROL MOLECULAR BIOLOGY REAGENT-MOLECULAR BIOLOGY REAGENT SIGMA CAT # G5516-1L,CAT # G5516-1L
195,555005543,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GLYCEROL-JT BAKER - 2143-01 500ML,GLYCEROL-JT Baker - 2143-01 500ml,
196,555005598,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GOAT ANTI-HUMAN-KAPPA-HRP CAT NO- 2060-0,GOAT ANTI-HUMAN-KAPPA-HRP CAT NO- 2060-05-(PACK SIZE- 1.0ML),CAT NO- 2060-05-(PACK SIZE- 1.0ML)
197,555005623,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,GRAM STAIN KIT-BD DIFCO: 212539,GRAM STAIN KIT-BD DIFCO: 212539,
198,555005681,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HAEMOCYTOMETER-HAEMOCYTOMETER SET - NEU,HAEMOCYTOMETER-Haemocytometer Set - NEU BAR make,
199,555005703,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HAND PROTECTOR GRIP SILICONE-CAT # 80000,HAND PROTECTOR GRIP SILICONE-Cat # 800000,Cat # 800000
200,555005752,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"HEALTH FAUCET,JAGUAR-JAGUAR,CAT.NO:563,1","HEALTH FAUCET,JAGUAR-JAGUAR,CAT.NO:563,15MM SIZE","CAT.NO:563,15MM SIZE"
201,555005779,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"HEPA FILTER-CO2 INCUBATOR[THERMO],MODEL:","HEPA FILTER-CO2 INCUBATOR[THERMO],MODEL:3111,PART NO.:760175",P
202,555005781,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HEPARIN-(25000 IU/5 ML),HEPARIN-(25000 IU/5 ml),
203,555005845,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HISTRAP-FF 5 X 5 ML-17525501- GE HELTH,HISTRAP-FF 5 X 5 ML-17525501- GE HELTH,
204,555005950,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HPLC WATER 1L-MERK CAT# 1153331000,HPLC WATER 1L-MERK CAT# 1153331000,CAT# 1153331000
205,555006083,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"HYDROCHLORIC ACID-(1003171000) MERCK, 1","HYDROCHLORIC ACID-(1003171000) MERCK, 1 ltr pack",
206,555006085,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,HYDROCHLORIC ACID-0.01N HYDROCHLORIC ACI,HYDROCHLORIC ACID-0.01N hydrochloric acid,
207,555006145,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"HYGROMYCIN B 20ML-CAT # 10687-010,INVITR","HYGROMYCIN B 20ML-Cat # 10687-010,Invitrogen,20 ML # 50540","Cat # 10687-010,Invitrogen,20 ML # 50540"
208,555006251,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"INDICATOR TAPES-FOR STREAM AUTOCLAVE 1""X","INDICATOR TAPES-FOR STREAM AUTOCLAVE 1''X500'' ROLL, Cat # 670050","CATOR TAPES-FOR STREAM AUTOCLAVE 1''X500'' ROLL, Cat # 670050"
209,555006312,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"INSULATION TAPE-RED TAPE , 1""","INSULATION TAPE-RED tape , 1''",
210,555006314,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"INSULATION TAPE-YELLOW TAPE,2CM WIDTH","INSULATION TAPE-YELLOW TAPE,2CM WIDTH",
211,555006404,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,ISO PROPYL ALCOHOL 2.5L-LR GRADE 2.5LT P,ISO PROPYL ALCOHOL 2.5L-LR Grade 2.5lt pack size,
212,555006421,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"ISOPROPANOL-HPLC, RANKEM, 2.5 LTR","ISOPROPANOL-HPLC, RANKEM, 2.5 ltr",
213,555006503,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,KG CARD BOARD-WHITE COLOR,KG CARD BOARD-White Color,
214,555006505,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,KG CARD BOARD-YELLOW COLOR,KG CARD BOARD-Yellow color,
215,555006551,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,KITS,KITS,
216,555006628,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LAB BOTTLES-100ML SCOTT DURAN,LAB BOTTLES-100ml scott duran,
217,555006646,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LAB BOTTLES-5 LTR DURAN BOTTLES,LAB BOTTLES-5 ltr duran bottles,
218,555006682,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"LABELS-BBRC DAS , AR. NO LABEL","LABELS-BBRC DAS , AR. NO label",
219,555006683,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"LABELS-BBRC PD ARD, AR. NO LABEL","LABELS-BBRC PD ARD, Ar. No label",
220,555006686,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LABELS-DISPENSED RAW MATERIAL LABEL,LABELS-Dispensed Raw material Label,
221,555006706,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LABELS-SOLUTION FOR ANALYSIS,LABELS-Solution for Analysis,
222,555006983,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LOG BOOKS-DAILY TASK SHEDULE,LOG BOOKS-DAILY TASK SHEDULE,
223,555006999,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LOG BOOKS-GC INSTRUMENT USAGE LOG BOOK,LOG BOOKS-Gc instrument usage log book,
224,555007049,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,LPG GAS-5 KG  CYLINDER,LPG GAS-5 kg cylinder,
225,555007203,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MAGNETIC PELLET-50 ML PELLET,MAGNETIC PELLET-50 ml pellet,
226,555007253,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MAGNETIC STIRRER-ROUND BAR WITH PIVOT RI,MAGNETIC STIRRER-Round Bar with Pivot Ring 8 x 22mm PTFE/ALNICO TARSONS CAT#T4111,CAT#T4111
227,555007280,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MAGNETIC STIRRING ROUND BAR-WITH PIVOT R,"MAGNETIC STIRRING ROUND BAR-WITH PIVOT RING 12.7X38MM PTFE/ALNICO,CAT#T4133",CAT#T4133
228,555007309,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MARBOLINE-FLOOR CLEANER-R2/R7 -PK 5 LTR,MARBOLINE-FLOOR CLEANER-R2/R7 -PK 5 LTR,
229,555007337,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MAX EFF DH10BAC COMP CELLS-INVITROGEN CA,MAX EFF DH10BAC COMP CELLS-INVITROGEN CAT#10361012.PACK SIZE:0.5 ML,CAT#10361012.PACK SIZE:0.5 ML
230,555007388,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MEASURING CYLINDER-10ML PLASTIC,MEASURING CYLINDER-10ML PLASTIC,
231,555007390,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MEASURING CYLINDER-25 ML PLASTIC,MEASURING CYLINDER-25 ml plastic,
232,555007415,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"MEASURING CYLINDER-CAT NO# 3021016,100ML","MEASURING CYLINDER-CAT NO# 3021016,100ML GLASS,BOROSIL","CAT NO# 3021016,100ML GLASS,BOROSIL"
233,555007427,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MEASURING CYLINDER-CLASS A 10ML,MEASURING CYLINDER-CLASS A 10ML,
234,555007486,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MED 199 EARLES-CAT NO:11150059-500ML,MED 199 EARLES-CAT NO:11150059-500ML,CAT NO:11150059-500ML
235,555007600,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,METAMORPH MUTAGENESIS KIT-CAT # MC200A-1,METAMORPH MUTAGENESIS KIT-Cat # MC200A-1,Cat # MC200A-1
236,555007612,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"METHANOL (HPLC)-CAT # 606007250001730,PA","METHANOL (HPLC)-Cat # 606007250001730,Pack : 2.5 ltr","Cat # 606007250001730,Pack : 2.5 ltr"
237,555007618,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"METHANOL AR-QUALIGENS, 2.5 LTR","METHANOL AR-Qualigens, 2.5 ltr",
238,555007788,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MICRON FILTER CATRIDGE 20 INCH LONG 5 MI,MICRON FILTER CATRIDGE 20 INCH LONG 5 MICRON-Default,CATRIDGE 20 INCH LONG 5 MICRON-Default
239,555007890,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MINI COOLER--20'C 1.5ML 12-PLACES PC/NON,"Mini Cooler--20'C 1.5ml 12-Places PC/NON TOXIC GEL, cat#T525030",cat#T525030
240,555008095,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MOUSE TIMP-1 DUO SET-CAT NO:DY980,MOUSE TIMP-1 DUO SET-CAT NO:DY980,CAT NO:DY980
241,555008115,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"MP TGX-CAT # 4561095, 4-20%, 12 W, 10","MP TGX-Cat # 4561095, 4-20%, 12 w, 10","Cat # 4561095, 4-20%, 12 w, 10"
242,555008176,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,MYCOALERT ASSAY CONTROL SET-PRODUCT CODE,MYCOALERT ASSAY CONTROL SET-PRODUCT CODE:-LT07-518,P
243,555008270,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,NEEDLE-21 G,NEEDLE-21 G,
244,555008450,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"NOT  I--HF (R0189L), 2500 U, CAT#R3189L","NOT I--HF (R0189L), 2500 U, cat#R3189L",cat#R3189L
245,555008492,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,NUTCH FILTER BAGS-74CM DIA X 21CM HT X 3,NUTCH FILTER BAGS-74CM DIA X 21CM HT X 30CM FLAP WITH TYING TYPE ROPE,
246,555008695,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PAGERULER PRESTAINEDPROTEIN-3 COLOR PRES,"PAGERULER PRESTAINEDPROTEIN-3 color Prestained Protein Ladder, 2X250ul, CAT# PG-PMT2922 (GENETIX)",CAT# PG-PMT2922 (GENETIX)
247,555008791,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PASTEUR PIPETTE-CAT#940050,PASTEUR PIPETTE-CAT#940050,CAT#940050
248,555008989,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"PH BUFFER SOLUTION-CAT NO:-S11M002, PH 4","PH BUFFER SOLUTION-CAT NO:-S11M002, pH 4.005 , 0.010 at 25°C 500 ml","CAT NO:-S11M002, pH 4.005 , 0.010 at 25°C 500 ml"
249,555008991,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"PH BUFFER SOLUTION-CAT NO:-S11M007, PH 1","PH BUFFER SOLUTION-CAT NO:-S11M007, pH 10.012 , 0.010 at 25°C 500 ml","CAT NO:-S11M007, pH 10.012 , 0.010 at 25°C 500 ml"
250,555008997,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PH BUFFER SOLUTION-HAMILTON: 1.68 PH BUF,PH BUFFER SOLUTION-Hamilton: 1.68 pH buffer,
251,555009059,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PH SOLUTION-THERMO ORION PH ELECTRODE ST,PH SOLUTION-THERMO ORION PH ELECTRODE STORAGE SOLUTION- No. 810001- 475ml,
252,555009111,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PHORBOL 12 MYRISTATE 13 ACETATE-CAT # P8,PHORBOL 12 MYRISTATE 13 ACETATE-Cat # P8139-1MG,Cat # P8139-1MG
253,555009293,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,"PIPETTE-CAT NO#86.1172,3.5ML TRANSFER PI","PIPETTE-CAT NO#86.1172,3.5ml Transfer Pipette,CASE SIZE:-2000pcs","CAT NO#86.1172,3.5ml Transfer Pipette,CASE SIZE:-2000pcs"
254,555009375,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC  SCOOP-100 ML CAT# 922160,PLASTIC SCOOP-100 ML Cat# 922160,Cat# 922160
255,555009381,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC  SCOOP-SMALL,PLASTIC SCOOP-small,
256,555009420,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC BUCKET-20LTRS WITHOUT LID,PLASTIC BUCKET-20ltrs without lid,
257,555009428,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC CAN-20 LTR CAPACITY,PLASTIC CAN-20 ltr capacity,
258,555009446,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC CONTAINER-NO.43,PLASTIC CONTAINER-NO.43,
259,555009490,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTIC TRAY-PLASTIC TUB RC-808,PLASTIC TRAY-PLASTIC TUB RC-808,
260,555009526,BATCH_MM,41748,,ZSC2,P,Z022,NOS,,PLASTICK TRAY-(NO-222),PLASTICK TRAY-(NO-222),
